Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
6f37ede9-2e15-2597-20be-d849e7e72cc5,1997-06-18,,999-23-6939,S99985097,X38884178X,Mr.,Darron,Herman,,,,white,nonhispanic,M,Boylston  Massachusetts  US,358 Mueller Bypass,Winchester,Massachusetts,Middlesex County,25017,01890,42.40457777845188,-71.1472506860668,25282.91,6562.29,830003
e49a1d2b-2e1d-f249-d83e-a5fa06f7e168,1998-12-11,,999-97-4349,S99933285,X57030529X,Mr.,Wilbert,Mueller,,,,white,nonhispanic,M,North Seekonk  Massachusetts  US,782 Kilback Neck,Sharon,Massachusetts,Norfolk County,25021,02067,42.10564334032156,-71.19154936198645,4950.00,114200.37,3783
9920ec72-327f-cdf3-4d50-03e504460415,2001-01-31,,999-80-2774,S99967213,X48245923X,Ms.,Liza,Dare,,,,white,nonhispanic,F,Cordaville  Massachusetts  US,407 Mertz Mill Suite 18,Quincy,Massachusetts,Norfolk County,25021,02171,42.256779931806896,-70.96409752796396,37428.91,65404.45,34213
cc9e9f7a-7bed-a284-3ff3-1a246bc33939,1992-01-01,,999-57-1587,S99944736,X83654184X,Ms.,Audrie,Green,,,S,white,nonhispanic,F,Beverly  Massachusetts  US,735 Ortiz Byway Apt 1,Boston,Massachusetts,Suffolk County,25017,02467,42.35337929543123,-71.10231838511586,74909.52,92070.10,38623
f3b93f01-84fb-9910-f537-a3cc7ca06129,1973-12-11,,999-93-2595,S99940814,X65360462X,Mr.,Ron,Padberg,,,M,white,nonhispanic,M,Ashland  Massachusetts  US,868 Bashirian Port,Oak Bluffs,Massachusetts,Dukes County,,00000,41.44356139256245,-70.59138483845966,41265.54,1251202.08,148230
02bce0fe-5fa5-eeaf-1723-97816e98e093,1983-02-07,,999-45-5828,S99910151,X48236695X,Mr.,Gavin,Zulauf,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,562 Breitenberg Fork Suite 84,Malden,Massachusetts,Middlesex County,25017,02148,42.38791868185174,-71.0725251821362,49063.21,41033.41,43041
0b192bcb-a1b7-2920-f6b7-d8bc33884418,1994-01-08,,999-99-5649,S99953552,X2029925X,Mr.,Adan,Kovacek,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,468 Champlin Parade Suite 96,North Attleborough,Massachusetts,Bristol County,,00000,42.00139507539961,-71.28936288613266,7150.00,773980.91,6610
72783d46-6645-9490-6775-768d080fcff9,1978-03-28,,999-57-3286,S99994995,X20569465X,Mrs.,Camellia,Jaskolski,,Cremin,M,white,nonhispanic,F,Quincy  Massachusetts  US,292 Bergnaum Trafficway Apt 15,Chelsea,Massachusetts,Suffolk County,25017,02149,42.39581113738294,-71.06498093152808,60538.53,1048573.32,614828
f4023938-aa7c-e086-c883-a60d05b75b54,1970-12-11,,999-89-4927,S99967171,X72967794X,Mr.,Hugh,Paucek,,,M,white,nonhispanic,M,Canton  Massachusetts  US,282 Quigley Orchard,Franklin,Massachusetts,Norfolk County,25021,02038,42.088488190354134,-71.41269782141167,43228.39,69967.04,83359
17194e10-2023-f76d-a239-05fa968a256a,1968-11-10,,999-92-7718,S99971997,X82669316X,Mrs.,Alia,Christiansen,,Ward,M,asian,nonhispanic,F,Daegu  Daegu  KR,181 Tromp Trace,Chelsea,Massachusetts,Suffolk County,25025,02150,42.3813580167734,-71.04012713358738,17115.34,1541095.13,8726
ba193b51-efb6-4323-51df-db3877751e4b,1977-04-19,,999-13-8092,S99978511,X33141550X,Mrs.,Silva,Brekke,,Koch,M,white,nonhispanic,F,Somerville  Massachusetts  US,155 Crona Grove Suite 52,Acton,Massachusetts,Middlesex County,,00000,42.43467132725145,-71.41141389669359,48324.19,897175.90,58484
e60f404f-eea7-d67b-d591-6f52f6d1a22a,1966-11-29,,999-40-1002,S99980670,X63652457X,Mrs.,Alejandra,Fernández,,Maestas,M,white,hispanic,F,Ponce  Puerto Rico  PR,973 Breitenberg Stravenue,Boston,Massachusetts,Suffolk County,25025,02129,42.316774903079015,-71.11076155654875,723937.35,97107.26,275
adbcd8bf-4a1c-582f-5c66-24fe24ed4057,1992-06-17,,999-40-6014,S99937223,X85672362X,Mrs.,Shirlene,Thompson,,Eichmann,M,white,nonhispanic,F,Wilbraham  Massachusetts  US,165 Altenwerth Bridge Apt 43,Shrewsbury,Massachusetts,Worcester County,,00000,42.23546459838752,-71.6912830545259,32407.20,61639.50,153495
29901577-7743-f31b-5580-21b52733920e,1999-11-21,,999-62-4262,S99954181,X41117038X,Ms.,Catherine,Stoltenberg,,,,white,nonhispanic,F,Brookline  Massachusetts  US,745 Goyette Club,Springfield,Massachusetts,Hampden County,25013,01119,42.09147908550376,-72.55687371023748,215498.07,0.00,39422
e17f6a2a-ef4a-8950-16f1-97e9985198e1,1982-12-12,,999-11-5172,S99941842,X37621785X,Mr.,Trent,Nader,,,M,white,nonhispanic,M,West Springfield  Massachusetts  US,105 Krajcik Course,Waltham,Massachusetts,Middlesex County,25017,02452,42.35759447986044,-71.19481748682372,43181.55,744755.14,99623
a7c146b7-52dc-c0d1-c242-c9b9f3d3fb22,2000-05-10,,999-43-3896,S99916203,X56879796X,Ms.,Irmgard,Zieme,,,,asian,nonhispanic,F,Osaka  Osaka  JP,804 Grimes Grove,Watertown,Massachusetts,Middlesex County,25017,02472,42.33247869421408,-71.14511027602038,32251.52,303518.15,61423
fba1379a-ca73-a80f-1445-4ff465d0066f,1990-06-05,,999-93-8436,S99931359,X83056992X,Ms.,Ana,Dickinson,,,S,white,nonhispanic,F,Littleton  Massachusetts  US,509 Glover Crossing,West Bridgewater,Massachusetts,Plymouth County,,00000,42.03569343163737,-70.98234068304536,43129.88,1414538.85,57581
0fe005ab-bde2-5d9a-8a04-f33382a30d43,2007-04-26,,999-32-7636,,,,Robin,Dickinson,,,,white,nonhispanic,M,Leominster  Massachusetts  US,697 Stiedemann Glen Suite 49,Sturbridge,Massachusetts,Worcester County,25027,01566,42.0783959036036,-72.05672090450189,19808.93,19746.58,162374
6d71f851-a7ea-f620-c26d-62da36e4feff,1968-06-04,,999-42-5176,S99959990,X38033659X,Mr.,Omar,Feest,,,S,white,nonhispanic,M,Brookline  Massachusetts  US,291 Borer Gate,Norton Center,Massachusetts,Bristol County,,00000,41.957799677871144,-71.16248052901531,56341.48,50624.21,446413
dbf7e5da-a13f-c695-9a21-81a4a55805ef,2002-10-01,,999-59-9914,S99929271,X44519420X,Mr.,Collin,Blanda,,,,white,nonhispanic,M,Shrewsbury  Massachusetts  US,690 Heidenreich Alley,Somerville,Massachusetts,Middlesex County,25017,02140,42.41643555907142,-71.13181261102098,18952.00,3004.33,118447
1dd07002-3697-1f36-c9c8-5e80a5fca693,1990-02-10,,999-91-6625,S99942008,X20603254X,Mr.,Luis Miguel,Jasso,,,M,white,hispanic,M,Juarez  Chihuahua  MX,765 Stracke Trafficway,Leominster,Massachusetts,Worcester County,25027,01453,42.54972864629372,-71.7175461418177,49648.69,961638.71,133293
7532e039-f228-a1d1-51fa-0758e86b3191,2006-02-27,,999-37-4229,S99954634,,,Latarsha,DuBuque,,,,other,nonhispanic,F,Belchertown  Massachusetts  US,856 O'Connell Walk Apt 8,Amherst Center,Massachusetts,Hampshire County,,00000,42.417780107603576,-72.53912988136281,19308.42,14237.23,48865
d0aeab27-e9f5-d816-bb39-c6df61526f46,1998-08-07,,999-78-1736,S99979466,X9252348X,Mr.,Reginald,Hackett,,,,white,nonhispanic,M,Newburyport  Massachusetts  US,734 Stark Dale,Worcester,Massachusetts,Worcester County,25027,01610,42.197744906351936,-71.75548435124495,31099.51,833171.31,146165
